,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
2451,Everybody Loves Somebody,"Comedy, Romance",102,2017,A successful and single career woman asks her co-worker to pose as her boyfriend at a family wedding back home in Mexico. Her situation gets complicated when her ex shows up at the ceremony.,3580,1.91,6.5,74.0
2460,Confetti,"Comedy, Music, Romance",100,2006,A mockumentary that follows three couples as they battle it out to win the coveted title of 'Most Original Wedding of the Year'.,4820,0.23,5.7,57.0
2463,Amira & Sam,"Comedy, Drama, Romance",90,2014,An army veteran's unlikely romance with an Iraqi immigrant is put to the test when she is faced with the prospect of deportation.,2444,0.03,6.1,58.0
2464,The Guru,"Comedy, Music, Romance",94,2002,A young man leaves India to find fame and fortune in America where he unexpectedly becomes a sex guru.,14495,3.03,5.3,47.0
2470,Continental Divide,"Comedy, Romance",103,1981,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.,4352,15.58,6.2,64.0
2471,Larry the Cable Guy: Health Inspector,"Comedy, Romance",89,2006,"A slovenly cable repairman becomes a big city Health Inspector, and is tasked with uncovering the source of a food poisoning epidemic.",9576,15.66,3.3,21.0
2476,My First Mister,"Comedy, Drama, Romance",109,2001,A 17-year-old girl has a troubled relationship with a 49-year-old man.,5290,0.62,7.2,48.0
2494,Waking Up in Reno,"Comedy, Romance",91,2002,A romantic comedy about two trashy couples travelling to Reno to see a monster truck show.,5485,0.27,5.4,28.0
2507,Populaire,"Comedy, Romance, Sport",111,2012,1958. Rose is a terrible secretary but a demon typist. Her handsome boss resolves to turn her into the fastest girl in the world.,10914,0.18,6.9,58.0
2534,A Summer's Tale,"Comedy, Drama, Romance",113,1996,"A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him, but soon strikes up a friendship with another girl working in ...",5643,0.20,7.6,91.0
2540,The Perfect Holiday,"Comedy, Family, Fantasy",96,2007,A young girl turns to a department store Santa in the hopes that he will help find a new husband for her divorced mother.,2757,5.81,4.5,32.0
2548,Baghead,"Comedy, Drama, Horror",84,2008,"4 ""actors"" go to a cabin in the woods for the weekend to write a movie script. They talk about a relationship movie or a paper bag over the head movie. It starts with an anonymous baghead and slowly escalates.",4080,0.14,6.0,62.0
2554,2 Days in New York,"Comedy, Drama, Romance",96,2012,"Manhattan couple Marion and Mingus, who each have children from prior relationships, find their comfortable family dynamic jostled by a visit from Marion's relatives.",13439,0.63,6.0,61.0
2556,The Right Kind of Wrong,"Comedy, Romance",97,2013,Leo the dishwasher falls in love with a bride on the day of her wedding - to another man.,9074,0.00,6.1,30.0
2617,Lost & Found,"Comedy, Romance",100,1999,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero. Unfortunately, things do not work out as planned.",6072,6.55,5.0,19.0
2626,The Resurrection of Gavin Stone,"Comedy, Drama, Family",91,2016,"A washed-up former child star, forced to do community service at a local megachurch, pretends to be a Christian to land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",1611,2.28,6.1,36.0
2631,Molly,"Comedy, Drama, Romance",102,1999,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude.",2577,0.02,5.8,21.0
2633,Meet Monica Velour,"Comedy, Drama, Romance",98,2010,"When an awkward teen meets his favorite porn star, whose career peaked in the '80s, an unexpected friendship follows as the young man gets a glimpse inside Monica Velour's current life as a single mom struggling to make ends meet.",2126,0.03,5.8,51.0
2656,The Other End of the Line,"Comedy, Drama, Romance",106,2008,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone.,5547,0.12,6.2,40.0
2658,The Battle of Shaker Heights,"Drama, Romance, Comedy",79,2003,"2 high school guys, reenacting historic battles, use the learned strategy and team for war on a school bully. One falls for the other's sister/A.Smart.",4092,0.28,6.0,33.0
2660,Music Within,"Biography, Comedy, Drama",94,2007,"The true story of Richard Pimentel, a brilliant public speaker with a troubled past, who returns from Vietnam severely hearing -impaired and finds a new purpose in his landmark efforts on the behalf of Americans with disabilities.",5426,0.15,7.3,53.0
2672,Shooting Fish,"Comedy, Crime, Romance",103,1997,Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.,7167,0.30,6.6,47.0
2676,3,"Comedy, Drama, Romance",119,2010,"A Berlin-set drama centered on a 40-something couple who, separately, fall in love with the same man.",4784,0.06,6.7,55.0
2680,Starbuck,"Comedy, Drama, Romance",109,2011,"As his lover announces her pregnancy, a fortysomething slacker receives other life-changing news: 142 people, all of them the result of artificial insemination, have filed a class action lawsuit against him, their biological father.",15320,0.34,7.3,49.0
2681,Lymelife,"Comedy, Drama, Romance",95,2008,A family unit begins to bow under the pressure of a failing marriage.,13480,0.43,6.9,64.0
2707,The Tao of Steve,"Comedy, Drama, Romance",87,2000,"Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction.",7203,4.34,6.6,70.0
2711,Nothing Like the Holidays,"Comedy, Drama, Romance",98,2008,A Puerto Rican family living in the area of Humboldt Park in west Chicago face what may be their last Christmas together.,3496,7.50,6.1,50.0
2717,The Slugger's Wife,"Comedy, Music, Romance",105,1985,"A major league star who is on the verge of breaking a record, meets a singer and they get married, but they have different goals, so they separate, jeopardizing his opportunity in sports and the possibility of making up with his wife.",981,1.88,4.5,29.0
2749,Gigantic,"Comedy, Drama, Romance",98,2008,"A mattress salesman finds his plan to adopt a Chinese baby augmented by the arrival of a young woman, who comes into his workplace, falls asleep on one of the beds, and starts to affect his life upon waking up.",9221,0.10,6.0,38.0
2773,Trust the Man,"Comedy, Drama, Romance",103,2005,"After much drama, cheating, and trial separations, two men fight to save their respective relationships.",8217,1.53,5.7,43.0
2774,101 Reykjavík,"Comedy, Romance",88,2000,"Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve.",9079,0.01,6.8,68.0
2793,About Adam,"Comedy, Romance",97,2000,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.",6207,0.15,5.8,64.0
2807,Broken English,"Comedy, Drama, Romance",93,2007,"Nora Wilder is freaking out. Everyone around her is in a relationship, is married, or has children. Nora is in her thirties, alone with job she's outgrown and a mother who constantly ...",5950,0.96,6.3,61.0
2809,Sex Is Comedy,"Comedy, Drama, Romance",92,2002,"A director struggles to film a difficult, intimate sex scene between two actors who happen to hate each other.",2652,0.04,5.6,63.0
2816,Amy's Orgasm,"Comedy, Romance",87,2001,"Story of a 29-year-old Ivy League-educated, self-help author as she grudgingly falls for a shock-jock radio host with a reputation for hitting on his bimbo guests.",1663,0.51,5.2,36.0
2824,"Patrik, Age 1.5","Comedy, Drama, Romance",103,2008,"A Swedish gay couple adopt what they think is an 18-month-old orphan, only to meet their new son, a 15-year-old homophobic delinquent.",8733,0.06,6.9,65.0
2831,Play the Game,"Comedy, Romance",105,2009,"A young ladies' man teaches his dating tricks to his lonely, widowed grandfather, and plays his best mind games to meet the woman of his dreams.",2521,0.66,6.4,35.0
2844,Just a Kiss,"Comedy, Drama, Romance",89,2002,A group of thirtysomethings having problems with fidelity gets an opportunity to turn back the clock.,1365,0.06,5.0,39.0
2853,Hannah Takes the Stairs,"Comedy, Drama, Romance",83,2007,"Hannah is a recent college graduate interning at a Chicago production company. She is crushing on two writers at work, Matt and Paul, who share an office and keep her entertained. Will a ...",1552,0.02,5.6,63.0
2859,Italian for Beginners,"Comedy, Drama, Romance",112,2000,Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives.,12398,4.45,7.0,77.0
2870,Splendor,"Comedy, Romance",93,1999,"Veronica, 22, meets a writer and a drummer hunk at a club on Halloween. Why choose when she can have both? 3some? But then a third man comes along.",2945,0.05,6.0,52.0
2872,Humpday,"Comedy, Drama, Romance",94,2009,Two guys take their bromance to another level when they participate in an art film project.,5202,0.41,6.0,74.0
2875,Living Out Loud,"Comedy, Drama, Romance",100,1998,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury ...",4412,12.90,6.5,64.0
2884,Crystal Fairy & the Magical Cactus,"Adventure, Comedy, Drama",98,2013,"As Jamie travels in Chile, he invites an eccentric woman to join his group's quest to score a fabled hallucinogen, a move that finds him at odds with his new companion, until they drink the magic brew on a beach at the edge of the desert.",7586,0.19,5.8,67.0
2891,Games of Love and Chance,"Comedy, Drama, Romance",123,2003,Krimo a 15 years old shy boy falls in love for Lídia who is his classmate.To be able to assume his love for her he decides to take a part in the play that was to be one of his friends.,2808,0.01,6.9,71.0
2897,Mambo Italiano,"Comedy, Drama, Romance",99,2003,The son of Italian immigrants to Canada struggles to find the best way to reveal to his parents that he's gay.,6124,6.24,6.7,41.0
2902,Once Upon a Time in the Midlands,"Comedy, Drama, Romance",104,2002,"After seeing his ex-girlfriend (Henderson) turn down a nationally televised marriage proposal, a small-time crook (Carlyle) returns to his hometown to try and win back her heart.",4010,0.17,6.2,56.0
2905,The Last Shot,"Comedy, Romance",93,2004,A movie director-screenwriter finds a man to finance his latest project but soon discovers that the producer is actually an undercover FBI agent working on a mob sting operation.,4005,0.46,5.6,47.0
2909,"Life, Animated","Documentary, Comedy, Drama",92,2016,"A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",5211,0.24,7.5,75.0
2924,Gerontophilia,"Comedy, Romance",82,2013,A young man begins exploring his attraction to much much older men while working in a nursing home.,2143,0.00,6.3,48.0
2937,Best Friends,"Comedy, Drama, Romance",116,1982,"When a professional couple who have lived & worked together for many years finally decide to marry, their sudden betrothal causes many unexpectedly funny and awkward difficulties. They soon...",2342,36.82,5.4,70.0
2938,Big Eden,"Comedy, Drama, Romance",118,2000,"Big Eden is a small, fictional northwestern Montana town.",3847,0.51,7.3,59.0
2954,Dummy,"Comedy, Drama, Romance",91,2002,"An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life.",6257,0.07,6.7,48.0
2955,Girl on a Bicycle,"Comedy, Drama, Romance",101,2013,"Paolo (Vincenzo Amato), an Italian who drives a Paris tour bus, has just proposed to his true love, the German stewardess, Greta (Nora Tschirner), when the young French beauty, Cécile (...",2030,0.09,6.2,32.0
2957,My Wife Is an Actress,"Comedy, Drama, Romance",95,2001,"A ""normal"" guy who is married to a hot actress gets worried that she is involved with her costar. This worry turns into jealousy and causes problems in their relationship. This is a story about trust and a comedy about the actions between men and women.",3462,1.05,6.5,57.0
2965,Morris from America,"Comedy, Drama, Romance",91,2016,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,4772,0.09,6.2,75.0
2973,Crush,"Comedy, Romance, Drama",108,2001,Three female friends behave badly.,3535,1.08,5.8,37.0
2994,Better Than Sex,"Comedy, Drama, Romance",95,2000,After a one-night stand a couple is faced with the terrifying possibility of what they really want.,2076,0.09,6.3,47.0
2998,Wilbur Wants to Kill Himself,"Comedy, Drama, Romance",109,2002,"The good-hearted Harbour has spent his whole life trying to take care of his motherless and suicidal little brother, Wilbur. The brothers are inseparable. When in their thirties, they lose ...",7435,0.23,6.8,69.0
3006,The Wedding Plan,"Comedy, Romance",110,2016,"When her fiancé bows out on the eve of her wedding, Michal refuses to cancel the wedding arrangements. An Orthodox Jew, she insists that God will supply her a husband. As the clock ticks down.",1081,1.40,6.5,72.0
3007,What's Cooking?,"Comedy, Drama, Romance",109,2000,"In LA's Fairfax district, where ethnic groups abound, four households celebrate Thanksgiving amidst family tensions. In the Nguyen family, the children's acculturation and immigrant parents...",2385,1.04,7.0,57.0
3008,Shall We Dance?,"Comedy, Drama, Music",136,1996,A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.,10101,9.68,7.7,68.0
3033,Sidewalks of New York,"Comedy, Romance",108,2001,The interlocking lives and loves of six New Yorkers.,6206,2.40,6.4,49.0
3034,Sound of Noise,"Comedy, Crime, Music",102,2010,A tone-deaf cop works to track down a group of guerilla percussionists whose anarchic public performances are terrorizing the city.,8428,0.02,7.2,72.0
3041,"Happy, Texas","Comedy, Crime, Romance",98,1999,"3 prisoners escape. 2 end up in Happy, Texas, where they're mistaken for a gay couple expected there to help with the small girls beauty pageant. As the 2 are paid $1000, they decide to stay until the heat is gone.",9324,1.94,6.3,62.0
3061,Le Week-End,"Comedy, Drama, Romance",93,2013,A British couple return to Paris many years after their honeymoon there in an attempt to rejuvenate their marriage.,7346,2.22,6.3,73.0
3062,The Château,"Comedy, Drama, Romance",91,2001,Two brothers go to France to claim the chateau they have inherited.,718,0.20,5.3,54.0
3073,The Honeymooners,"Comedy, Drama, Family",90,2005,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",6839,12.83,3.3,31.0
3082,Standing Still,"Comedy, Drama, Romance",90,2005,Standing Still is the story of a popular yet drunken actor who reconnects with a group of his college friends for a wedding several years after graduation.,2186,0.04,5.7,38.0
3086,Autumn Tale,"Comedy, Drama, Romance",112,1998,"A widow's best friend tries to find her a new husband, but the ad posted in the newspaper attracts more than one possibility.",3953,2.08,7.5,81.0
3091,Seeing Other People,"Comedy, Romance",90,2004,"Two months shy of their wedding, a couple decide to allow each other last flings until their wedding.",2284,0.06,5.8,51.0
3093,Agnes Browne,"Comedy, Drama, Romance",92,1999,"The unexpected death of her husband sends a woman and her seven children, ages 2-14, into emotional turmoil and financial crisis in 1967 Dublin. She is forced to borrow money from a ...",1941,0.14,6.6,55.0
3098,Whipped,"Comedy, Romance",82,2000,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",3831,4.14,4.5,10.0
3101,Mad About Mambo,"Comedy, Drama, Romance",92,2000,"A Catholic high school student, trying to perfect his soccer timing by practicing dance, falls in love with his dance partner.",1844,0.06,6.0,41.0
3110,Love & Air Sex,"Comedy, Romance",91,2013,"When brokenhearted Stan flies to Austin for the weekend in hopes of ""accidentally"" running into his ex-girlfriend Cathy, he arrives to find their best friends Jeff and Kara in the middle of...",864,0.01,5.2,58.0
3122,The Wendell Baker Story,"Comedy, Drama, Romance",99,2005,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,5469,0.13,5.6,44.0
3127,Greenfingers,"Comedy, Crime, Romance",91,2000,A prison inmate with a green thumb goes on to compete in a national gardening competition. Based on a true story.,5301,1.44,6.8,46.0
3142,"Remember Me, My Love","Comedy, Romance, Drama",125,2003,"In the dysfunctional Italian middle-class family Ristuccia, the middle-aged executive Carlo has a stalled life without passion, bored in his work and having a monotonous life with his wife ...",3907,0.22,6.4,53.0
3143,The Emperor's New Clothes,"Comedy, Drama, Romance",107,2001,"During Napoleon's exile on St. Helena, some loyalists hire a look-alike to swap places with the deposed Emperor. While the impostor lives in luxury on the island, the real Napoleon returns to Paris in order to retake the throne.",2371,0.57,6.9,60.0
3146,Delgo,"Animation, Adventure, Comedy",94,2008,"Delgo, an adventurous but naive teenager, must rally his group of friends to protect their world from conflict between the Lockni and Nohrin people.",2742,0.51,4.3,27.0
3157,The Very Thought of You,"Comedy, Romance",88,1998,"3 childhood friends all separately fall for cute American Martha and within 3 days of her arrival at a London airport, their friendship is at risk.",4203,0.09,6.4,43.0
3199,Love Is in the Air,"Comedy, Romance",96,2013,"Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a ...",4346,0.01,6.3,49.0
3201,The Bubble,"Comedy, Drama, Romance",117,2006,The movie follows a group of young friends in the city of Tel Aviv and is as much a love song to the city as it is an exploration of the claim that people in Tel Aviv are isolated from the ...,5186,0.16,7.3,61.0
3213,30 Beats,"Comedy, Romance",88,2012,A summer heat wave and a series of sexual encounters connect a group of New Yorkers.,882,0.01,4.1,20.0
3221,Last Life in the Universe,"Comedy, Drama, Romance",112,2003,"A suicidal, obsessively compulsive Japanese librarian is forced to lie low in Thailand with a pot-smoking woman coping with the recent loss of her sister.",10583,0.03,7.6,73.0
3244,Last Cab to Darwin,"Comedy, Drama, Romance",123,2015,"When Rex, a Broken Hill cab driver, is told he doesn't have long to live, he sets out on an epic journey to Darwin in a bid to die on his own terms.",3166,0.03,7.2,70.0
3251,I'm Reed Fish,"Comedy, Drama, Romance",93,2006,Reed Fish's life turns into chaos when a high school crush returns to Mud Meadows on the eve of his marriage to the small town's sweetheart.,4139,0.00,5.7,36.0
3285,The Boy Downstairs,"Comedy, Drama, Romance",91,2017,A young woman is forced to reflect on her first relationship when she inadvertently moves into her ex-boyfriend's apartment building.,1135,0.01,5.7,59.0
3303,The Trip,"Comedy, Drama, Romance",95,2002,"When 19-year-old gay-rights activist Tommy and 24-year-old Alan first meet in 1973, they find themselves on the opposite sides of the political coin. Despite their many differences, they ...",3575,0.11,7.1,47.0
3304,Two Family House,"Comedy, Drama, Romance",108,2000,A dreamer finds that his wife and friends are binding him to his mediocre existence.,1537,1.02,7.1,79.0
3305,Danny Deckchair,"Comedy, Romance",100,2003,An Aussie becomes a national sensation when he lifts off in his deck chair tied to balloons.,4681,0.16,6.7,56.0
3309,I Hate Valentine's Day,"Comedy, Romance",98,2009,"A florist, who abides by a strict five-date-limit with any man, finds herself wanting more with the new restaurateur in town.",7919,0.01,4.7,17.0
3328,The Price of Milk,"Comedy, Drama, Fantasy",87,2000,"New Zealand milk farmer Rob gives his lover Lucinda a ring. Trying to spark up her relationship with Rob, she takes her friend Drosophila's advice and starts to try and make Rob angry. But ...",1609,0.11,6.7,49.0
3378,Loosies,"Comedy, Crime, Romance",89,2011,"A young pickpocket in the New York subways, living a fast, free, lifestyle is confronted by a woman with whom he had a one night affair.",5630,0.00,6.2,35.0
3381,Nola,"Comedy, Romance",97,2003,"An urban fairy tale-romantic comedy, in which Nola, an aspiring songwriter, leaves an abusive Kansas home and journeys to New York to find her biological father. Once there, she finds more ...",394,0.01,5.2,26.0
3404,Isn't She Great,"Biography, Comedy, Drama",95,2000,"An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of ""Valley of the Dolls"" and other trashy novels. ...",2202,2.96,5.4,34.0
3422,The Last Kiss,"Comedy, Drama, Romance",115,2001,"Carlo's life is thrown into a tailspin when his longtime girlfriend Giulia announces she's pregnant. As Carlo faces up to his anxieties about adulthood, his buddies Paolo, Adriano and ...",7519,1.05,6.9,65.0
3426,Eisenstein in Guanajuato,"Biography, Comedy, Drama",105,2015,"The venerated filmmaker Eisenstein is comparable in talent, insight and wisdom, with the likes of Shakespeare or Beethoven; there are few - if any - directors who can be elevated to such ...",2333,0.03,6.3,60.0
3428,Dorfman in Love,"Comedy, Drama, Romance",92,2011,"Unknowingly trapped in her role as caretaker of her unappreciative family, a young single woman desperately needs to get her own life. When she volunteers to cat sit at her unrequited love's downtown L.A. loft, her world, as she knows it, changes forever.",1335,0.01,6.0,35.0
3431,Late Marriage,"Comedy, Drama, Romance",102,2001,"Zaza is a 31-year old Israeli bachelor, handsome and intelligent, and his family wants to see him married. But tradition dictates that Zaza has to choose a young virgin. She must be ...",2901,1.55,7.1,82.0
3433,Ricky,"Comedy, Drama, Fantasy",89,2009,"When Katie, an ordinary woman, meets Paco, an ordinary man, something magical happens: a love story. From this union an extraordinary child is born: Ricky.",2692,0.00,5.8,53.0
3441,Divine Intervention,"Drama, Romance, War",92,2002,"Separated by a checkpoint, Palestinian lovers from Jerusalem and Ramallah arrange clandestine meetings.",3171,0.39,6.6,74.0
3454,Filth and Wisdom,"Comedy, Drama, Music",84,2008,A comedy centered on three flatmates living desperate lives in London.,2341,0.02,5.6,26.0
3460,Touch of Pink,"Drama, Comedy, Romance",91,2004,A gay Canadian living in London has his perfectly crafted life upset when his devoutly Muslim mother comes to visit.,3917,0.56,6.5,46.0
3472,Love! Valour! Compassion!,"Comedy, Drama, Romance",108,1997,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other,"" who is blind but who ...",3186,2.87,7.0,59.0
3476,The Taste of Others,"Comedy, Drama, Romance",112,2000,"The lives of 6 people over 35 in Rouen, France, and their relationship to each other.",8588,0.64,7.2,78.0
3498,The Baxter,"Comedy, Romance",91,2005,"In the style of a Howard Hawks comedy, Baxter follows the twists and turns of a young man's life during the two weeks before his wedding.",4515,0.18,6.5,51.0
3500,Bootmen,"Comedy, Drama, Romance",95,2000,Charismatic tap dancing Sean tries to find a way out of working at the steel mill. When failure brings him home he starts his own dance group wearing hardhats. He must then find inspiration in the steel mill he once tried to escape.,2167,0.02,6.2,45.0
3506,I Served the King of England,"Comedy, Drama, Romance",113,2006,A look at the glamorous life at an old-world Prague hotel.,7061,0.62,7.4,72.0
3526,Front Cover,"Comedy, Drama, Romance",87,2015,"When a gay fashion stylist works with a renowned foreign actor, they both embark on a journey of self-discovery.",826,0.03,6.3,52.0
3565,"Turn Me On, Dammit!","Comedy, Romance",76,2011,"In Skoddeheimen, Norway, 15-year-old Alma is consumed by her hormones and fantasies that range from sweetly romantic images of Artur, the boyfriend she yearns for, to daydreams about practically everybody she lays eyes on.",8863,0.12,6.3,70.0
3573,The Groomsmen,"Comedy, Drama, Music",98,2006,A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.,4195,0.13,6.1,57.0
3587,Freshman Orientation,"Comedy, Romance",92,2004,A horny college freshman feigns being gay to be near the beautiful co-ed of his desires.,1480,0.01,5.4,41.0
3609,The Theory of Flight,"Comedy, Drama, Romance",101,1998,"Two miserable people find happiness together: a man dreaming of flying, and a woman dreaming of living.",2370,0.07,6.6,48.0
3610,BearCity,"Comedy, Romance",104,2010,"Set in New York's gay ""bear"" scene and taking a cue from the popular HBO franchise ""Sex and the City,"" BearCity follows a tight-knit pack of friends experiencing comical mishaps, ...",1308,0.01,6.0,38.0
3616,Adam & Steve,"Comedy, Drama, Music",99,2005,Follows two New York city couples -- one heterosexual and one gay who explore the peaks and the valleys of their respective relationships.,2883,0.31,5.9,48.0
3667,The Answer Man,"Comedy, Romance",95,2009,A reclusive author of spiritual books is pursued for advice by a single mother and a man fresh out of rehab.,6144,0.03,6.4,44.0
3685,Mifune,"Romance, Comedy, Drama",98,1999,Kresten's dad dies and he returns to the farm on Lolland to take care of things incl. his retarded brother. He employs a hooker as maid. He loses wife and job due to lies. The maid's kid brother moves in and they're a family of 4.,7244,0.59,7.1,57.0
3710,In Search of a Midnight Kiss,"Comedy, Romance",90,2007,"Broke and alone on New Year's Eve, Wilson just wants to spend the rest of a very bad year in bed. But, when his best friend convinces him to post a personal ad, he meets a woman bent on finding the right guy to be with at midnight.",7773,0.17,7.2,64.0
3711,The Myth of Fingerprints,"Comedy, Drama, Romance",93,1997,An ambitious debut for writer/director Bart Freundlich charting the unrest with a family who gather together for Thanksgiving Day.,2332,0.46,6.0,58.0
3721,Big Bad Love,"Comedy, Drama, Romance",111,2001,"Vietnam veteran Leon Barlow is struggling as a writer, and his personal life isn't much better. His unsympathetic ex-wife Marilyn doesn't approve of his visits with his two children, and he...",610,0.10,6.0,49.0
3743,The Farewell Party,"Comedy, Drama, Romance",95,2014,"Residents of a retirement home build a machine for self-euthanasia in order to help their terminally ill friend, though they are faced with a series of dilemmas when rumors of the machine begin to spread.",1855,0.17,7.1,71.0
3763,Born Romantic,"Comedy, Romance",96,2000,Three young men pursue three beautiful women across London.,1484,0.01,6.4,68.0
3783,On a Clear Day,"Comedy, Drama, Romance",95,2005,Frank determines to salvage his self-esteem and tackle his demons by attempting the ultimate test of endurance - swimming the English Channel.,3036,0.19,6.9,62.0
3803,Boynton Beach Club,"Comedy, Romance",105,2005,"A romantic comedy about our amazing capacity to rebound and fall in love at any age. Lois, Harry, Marilyn ,Sandy and Jack live in an ""Active Adult"" community in Boynton Beach, Florida. ...",877,3.12,6.4,61.0
3823,Of Horses and Men,"Comedy, Drama, Romance",81,2013,A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with immense consequences. The fortunes of the people in the country through the horses' perception.,2815,0.01,6.8,74.0
3862,Undiscovered,"Comedy, Music, Romance",97,2005,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,2720,1.07,4.3,29.0
3886,Bon voyage,"Comedy, Drama, Mystery",114,2003,"An actress, a writer, a student, and a government worker band together in an effort to escape Paris as the Nazis move into the city.",4606,2.35,6.7,68.0
3890,Slow Learners,"Comedy, Romance",96,2015,"Jeff and Anne, two close friends and co-workers, are embarrassingly unlucky at love. They hatch a plan to transform themselves over the course of a sex-and-alcohol-fueled summer.",2585,0.02,5.8,52.0
3897,Sammy and Rosie Get Laid,"Comedy, Drama, Romance",101,1987,"Sammy and Rosie are an unconventional middle-class London married couple. They live in the midst of inner-city chaos, surround themselves with intellectual street people, and sleep with ...",1307,1.20,6.7,67.0
3909,Nico and Dani,"Comedy, Drama, Romance",91,2000,"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings.",5794,0.35,6.6,59.0
3931,Jet Lag,"Comedy, Romance",91,2002,"A worn-out businessman and a beautician on the run collide in a Paris airport. Love arrives, all its hurdles be damned.",5543,0.54,6.1,53.0
3946,Brand Upon the Brain!,"Comedy, Drama, Fantasy",95,2006,"Returned home to his long-estranged mother upon a request from her deathbed, a man raised by his parents in an orphanage has to confront the childhood memories that have long haunted him.",3225,0.23,7.3,79.0
3971,The Great New Wonderful,"Comedy, Drama, Romance",87,2005,The Great New Wonderful weaves five stories against the backdrop of an anxious and uncertain post-9-11 New York City.,1378,0.15,5.7,57.0
3977,The Names of Love,"Comedy, Drama, Romance",100,2010,"A young, extroverted left-wing activist who sleeps with her political opponents to convert them to her cause is successful until she meets her match.",7196,0.51,7.2,62.0
4009,Guys and Balls,"Comedy, Drama, Romance",106,2004,"After their most recent loss, a soccer team discovers its goalie is gay and casts him out. He retaliates by bringing back an all-gay team for a game to prove who's better.",1719,0.03,6.7,60.0
4013,So Close,"Action, Adventure, Comedy",111,2002,A conflict of interest between two high-kicking assassin sisters is complicated as they're pursued by the criminals who hired them and an equally high-kicking female cop.,7051,0.08,6.7,66.0
4096,Love in the Time of Money,"Comedy, Drama, Romance",90,2002,"New York serves as a backdrop for a cast of characters in search of love, lust or lucre including a woman who makes awkward moves on the man renovating her SoHo loft, an embezzler, a sleazy artist and a phone psychic.",599,0.01,5.3,30.0
4098,The Man Who Copied,"Comedy, Crime, Drama",124,2003,"André, relatively poor, falls in love with Silvia, a neighbor whom he spies with a telescope. Falling more and more in love with her, he begins to follow her around the city and realizes ...",8701,0.02,7.6,49.0
4175,Daltry Calhoun,"Comedy, Drama, Music",100,2005,"In small town Tennessee, a ne'er-do-well man (Knoxville) wrestling for control over his fading golf club is reunited with his estranged daughter, a 14-year-old musical prodigy.",2181,0.01,5.1,30.0
4223,Funny Ha Ha,"Comedy, Drama, Romance",89,2002,"Marnie just graduated from college, drinks likes she's still in school, and is looking for a temporary job but a permanent boyfriend. She loves a guy who doesn't love her (?), ping-pongs ...",2334,0.08,6.4,78.0
4264,The Hammer,"Comedy, Romance, Sport",88,2007,Jerry Ferro's 40th birthday has brought his life into sharp relief and it's not a pretty picture. A once-promising amateur boxer -- who quit so he wouldn't risk his perfect record of ...,5763,0.44,7.2,57.0
4277,Tennessee,"Adventure, Comedy, Drama",99,2008,"The story of three people who strive to realize their dreams. Brothers Carter and Ellis set out on a road trip to their childhood home in a desperate search for their estranged father, who may hold the key to their future.",731,0.02,5.5,42.0
